Seqno,STOCK_ID,GS_ACCNO,NAME,Source_Accno,CROPYEAR,AWPR_REPRO,CUDI_CODE_REPRO,CULT_CODE_REPRO,CUNO_CODE_REPRO,LLT_CODE,PLT_CODE_POST,SDHT_CODE,APANTH_REPRO,APSH,APCO_REV_POST,APCO_REV_REPRO,AWCO_LREV,AWCO_REV,AWDIST,BLANTHPR_VEG,BLANTHDI_VEG,BLPUB_VEG,BLSCO_ANTH_VEG,BLSCO_REV_VEG,CCO_REV_VEG,CUAN_REPRO,ENDO,FLA_EREPRO,FLA_REPRO,INANTH,LIGCO_REV_VEG,LIGSH,LPCO_REV_POST,LPPUB,LSEN,NOANTH,PEX_REPRO,PTH,SCCO_REV,SECOND_BR_REPRO,SLCO_REV,SPKF,SLLT_CODE,AUCO_REV_VEG,BLCO_REV_VEG,CUST_REPRO,INCO_REV_REPRO,LA,NOCO_REV,PA_REPRO,PSH,PTY
1399,1732,127163,ARC 6052::IRGC 12196-1,12196,,0,1,4,3,3,3,2,,,,010,,000,,,,3,,060,060,3,1,,1,,011,,042,,9,,1,2,010,,,4,3,061,060,9,060,,,,,5
1400,1733,127164,ARC 6218::IRGC 12255-1,12255,,0,1,4,1,3,3,2,,,,080,,000,,,,3,,084,060,3,1,,3,,011,,080,,9,,1,2,010,,080,4,3,061,063,7,060,,,,,5
1401,1734,127168,ARC 7236::IRGC 12335-1,12335,,0,2,4,2,3,3,2,,,,010,,000,,,,3,,060,060,1,1,,3,,011,,020,,9,,3,2,070,,020,4,3,061,060,7,060,,,,,1
1402,1735,127974,ARC 7255::IRGC 12343-2,12343,,1,1,5,3,3,3,2,,,,010,,020,,,,3,,060,061,3,2,,1,,011,,020,,9,,9,2,010,,020,4,3,061,060,9,060,,,,,1
1403,1736,132317,ARC 10296::IRGC 12421-2,12421,,1,1,5,2,3,3,2,,,,070,,040,,,,3,,060,060,1,1,,3,,011,,082,,9,,9,2,010,,020,4,3,061,060,9,060,,,,,1
1404,1737,127128,ARC 10581::IRGC 12514-1,12514,,0,1,6,2,4,4,3,,,,070,,000,,,,3,,084,080,3,1,,5,,011,,020,,9,,9,3,070,,020,4,3,080,060,9,080,,,,,9
1405,1738,127225,BICCO BRANCO::IRGC 9478-1,9478,,0,2,5,2,4,3,1,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,1,,9,2,010,,,4,5,061,060,1,060,,,,,9
1406,1739,127130,ARC 10843::IRGC 12653-1,12653,,0,1,4,3,3,3,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,2,070,,,4,3,061,060,9,060,,,,,9
1407,1740,127932,ARC 10846::IRGC 12656-2,12656,,0,1,5,2,3,3,2,,,,010,,000,,,,3,,060,060,3,1,,1,,011,,020,,9,,9,2,070,,020,4,3,061,060,9,060,,,,,1
1408,1741,127132,ARC 10905::IRGC 12669-1,12669,,0,1,5,2,3,3,2,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,042,,9,,9,3,070,,020,4,3,061,060,7,041,,,,,1
1409,1742,127133,ARC 10916::IRGC 12673-1,12673,,0,1,5,2,3,3,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,020,,9,,3,2,070,,020,4,3,061,060,7,060,,,,,1
1410,1743,128277,DEWAMINORI::IRGC 12743-1,12743,,0,1,3,3,3,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,020,,9,,9,1,010,,,4,3,061,060,1,060,,,,,1
1411,1744,132353,MAKALIOKA::IRGC 12781-2,12781,,0,2,5,2,3,3,2,,,,020,,000,,,,3,,060,060,5,1,,5,,011,3,054,4,9,,9,3,010,1,020,4,1,061,060,3,041,5,,2,1,5
1412,1745,132345,KHAI DO::IRGC 12903-2,12903,,0,2,4,1,3,3,2,,,,080,,000,,,,3,,,060,1,2,,7,,011,,020,,9,,3,1,010,,020,4,3,061,063,1,060,,,,,1
1413,1746,132354,MAK NAM::IRGC 12940-2,12940,,0,2,6,1,3,4,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,1,010,,020,4,3,061,063,1,060,,,,,1
1414,1747,128338,KHAN THAI DO::IRGC 12990-1,12990,1990WS,0,,,,,3,3,,,,080,,000,,,,3,,080,080,3,1,,3,,084,3,020,2,5,,9,3,010,1,020,5,3,080,085,3,060,3,060,2,1,5
1415,1748,127707,PA KHENG::IRGC 12996-1,12996,,0,2,5,2,3,2,2,,,,080,,000,,,,3,,060,060,1,2,,1,,011,,020,,9,,9,1,010,,020,4,3,061,063,1,060,,,,,1
1416,1749,128443,R 27::IRGC 9498-1,9498,,0,1,4,1,3,3,2,,,,020,,000,,,,1,,060,061,3,1,,5,,011,3,020,1,9,,5,1,010,1,020,5,3,061,061,3,041,8,,2,1,5
1417,1750,127674,NGAN TIA::IRGC 13010-1,13010,,0,2,5,2,3,3,2,,,,080,,000,,,,3,,084,080,3,2,,5,,011,,020,,9,,9,1,010,,020,4,3,080,061,1,060,,,,,1
1418,1752,,PADI PULUT::IRGC 13444-1,13444,,1,2,6,2,4,4,2,,,,080,,020,,,,3,,060,061,3,1,,3,,011,,054,,9,,9,3,010,,020,4,3,061,063,9,060,,,,,1
1419,1753,135782,PADI TIMBUN::IRGC 13451-3,13451,,0,2,6,2,3,3,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,054,,9,,9,2,010,,020,4,3,061,063,7,060,,,,,1
1420,1754,128165,SIKEP BATU::IRGC 13514-2,13514,,5,2,5,2,3,4,2,,,,010,,020,,,,3,,084,060,1,1,,7,,011,,020,,9,,9,1,010,,020,4,3,061,060,1,080,,,,,1
1421,1756,132367,RANDAH SASAK::IRGC 13652-2,13652,,0,1,3,2,3,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,054,,9,,1,2,010,,020,4,3,061,063,1,060,,,,,1
1422,1757,132268,SEREH::IRGC 13732-2,13732,,5,2,5,2,3,4,2,,,,010,,020,,,,3,,084,060,1,1,,7,,011,,020,,9,,9,1,010,,020,4,5,061,060,1,080,,,,,1
1423,1758,128047,HAJI HARUN 38::IRGC 13827-2,13827,,0,1,6,2,3,3,2,,,,010,,000,,,,3,,060,060,1,1,,3,,011,,054,,9,,9,2,010,,020,4,3,061,063,7,060,,,,,1
1424,1759,128191,TOLIL 14::IRGC 13836-2,13836,,0,1,7,2,3,3,2,,,,010,,000,,,,3,,060,060,1,1,,3,,011,,020,,9,,9,2,010,,020,4,3,061,060,7,060,,,,,1
1425,1760,,SIAM ER 16::IRGC 13910-2,13910,,0,2,7,2,3,3,2,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,9,,9,2,010,,020,4,3,061,060,9,060,,,,,1
1426,1761,127759,RADIN GOI::IRGC 13969-1,13969,,0,1,7,2,3,4,2,,,,010,,000,,,,3,,060,060,1,1,,3,,011,,054,,9,,9,3,010,,020,4,3,061,063,7,060,,,,,1
1427,1762,,BUJANG::IRGC 14040-1,14040,,0,2,7,2,4,4,2,,,,080,,000,,,,3,,060,060,3,1,,5,,011,,020,,1,,9,2,010,,020,3,3,061,060,7,060,,,,,5
1428,1763,,CHANTEK 145::IRGC 14045-1,14045,,0,2,7,2,4,3,2,,,,080,,000,,,,3,,060,060,3,1,,5,,011,,054,,1,,9,2,010,,020,3,3,061,060,1,060,,,,,5
1429,1764,,RADIN EBOS 35::IRGC 14204-1,14204,,0,2,5,2,3,3,2,,,,020,,000,,,,3,,060,060,3,1,,5,,011,3,054,4,7,,9,3,010,1,020,4,3,061,060,3,060,5,,2,1,5
1430,1766,128418,PADI ADONG DUMARAT::IRGC 14356-1,14356,,0,2,5,2,3,3,2,,,,080,,000,,,,3,,060,060,1,1,,5,,011,,080,,9,,1,1,080,,080,4,3,061,063,1,060,,,,,1
1431,1767,128419,PADI DARAWAL::IRGC 14373-1,14373,,0,2,5,2,4,3,2,,,,010,,000,,,,1,,084,060,3,1,,5,,011,,054,,9,,9,1,010,,020,4,3,061,063,1,060,,,,,1
1432,1768,128124,PADI PULOT MELAYANG::IRGC 14391-2,14391,,1,2,5,2,4,3,2,,,,080,,080,,,,3,,060,060,1,2,,3,,011,,054,,9,,1,2,010,,080,4,3,061,060,1,060,,,,,1
1433,1769,,ANAK CHINA::IRGC 14479-1,14479,,0,2,6,3,3,3,1,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,2,9,,9,3,010,1,020,4,3,061,060,5,060,5,,2,1,5
1434,1770,,ANAK DIDEK::IRGC 14491-1,14491,1996WS,0,2,6,3,4,3,2,,,020,020,,000,,,,3,,060,061,3,1,,7,,011,3,020,4,3,,7,3,010,1,020,4,3,061,060,3,060,5,060,2,3,5
1435,1771,127725,PERIYA VELLAI::IRGC 15475-1,15475,,1,2,6,2,4,3,2,,,,080,,020,,,,3,,084,060,,1,,3,,011,,053,,9,,3,2,070,,020,4,3,061,060,9,080,,,,,1
1436,1772,128073,KARUTHA SEENATI::IRGC 15515-2,15515,,1,1,5,2,3,3,2,,,,080,,080,,,,3,,084,060,3,1,,3,,011,,100,,9,,1,3,070,,080,3,3,061,060,7,060,,,,,5
1437,1773,127886,VELLAI KOLOMBAN::IRGC 15517-1,15517,,0,1,5,2,3,3,2,,,,080,,000,,,,3,,084,060,3,1,,1,,011,,020,,9,,9,3,070,,020,4,3,061,060,9,060,,,,,1
1438,1774,132337,HEENDIKWEE::IRGC 15587-2,15587,,0,2,5,2,3,3,2,,,,010,,000,,,,3,,060,060,7,1,,1,,011,,020,,9,,3,2,070,,020,4,3,061,063,9,060,,,,,5
1439,1775,127401,HALSUDU HEENATI::IRGC 15599-1,15599,,0,1,4,2,3,3,2,,,,010,,000,,,,3,,060,060,3,1,,3,,011,,053,,9,,9,2,010,,020,4,3,061,063,9,060,,,,,1
1440,1776,128301,GODAWEL::IRGC 15750-1,15750,,0,1,5,2,3,3,1,,,,010,,000,,,,3,,060,060,3,1,,,,011,,042,,9,,9,2,070,,040,4,3,061,060,7,060,,,,,5
1441,1777,128111,MOND BA::IRGC 15813-2,15813,,0,2,5,3,4,3,2,,,,080,,000,,,,3,,060,060,3,1,,3,,011,,054,,9,,9,2,010,,020,3,3,061,061,9,060,,,,,1
1442,1778,135775,MOUSOIR::IRGC 15866-3,15866,,0,1,5,2,4,3,2,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,054,,9,,9,3,010,,020,4,3,061,060,7,060,,,,,1
1443,1779,128518,ERNEST::IRGC 15884-2,15884,,1,2,6,2,4,3,2,,,,010,,020,,,,3,,060,060,3,1,,3,,011,,020,,9,,9,2,010,,020,4,3,061,060,9,060,,,,,1
1444,1780,128139,POTO BALA::IRGC 15986-2,15986,,1,2,6,2,4,3,2,,,,080,,020,,,,3,,080,080,3,1,,3,,080,,053,,9,,9,2,010,,020,3,3,080,085,9,080,,,,,1
1445,1781,128233,B 6311 A 5553-16-2::IRGC 14541-1,14541,,0,2,3,1,3,3,2,,,,010,,000,,,,1,,060,060,1,1,,3,,011,,020,,9,,9,2,010,,020,4,3,061,063,1,060,,,,,5
1446,1782,,KOUPENEDOU KOUBOURY::IRGC 16011-1,16011,,1,1,6,2,4,3,2,,,,010,,020,,,,3,,060,060,3,1,,5,,011,,054,,9,,9,2,010,,020,4,3,061,060,9,060,,,,,5
1447,1783,132261,OUSSANTHIABA::IRGC 16046-2,16046,,0,1,7,2,4,3,2,,,,010,,000,,,,3,,060,060,3,1,,1,,011,,020,,9,,9,2,010,,020,4,3,061,060,9,060,,,,,1
1448,1784,128379,MALOGBANA::IRGC 16086-1,16086,,1,1,5,2,3,3,2,,,,080,,020,,,,3,,084,060,7,1,,1,,011,,053,,9,,9,3,070,,020,3,3,061,061,9,041,,,,,5
1449,1785,132258,NANIBRE::IRGC 16102-2,16102,,0,2,5,1,4,3,2,,,,010,,000,,,,3,,060,060,3,1,,3,,011,,020,,9,,9,2,010,,020,4,3,061,063,9,060,,,,,1
1450,1786,127212,BARKHE TAULI::IRGC 16116-1,16116,,0,1,4,2,3,3,2,,,,080,,000,,,,3,,080,080,7,1,,5,,080,,053,,9,,9,3,010,,020,4,3,080,085,9,060,,,,,5
1451,1787,128102,MADHUWA KARIA::IRGC 16138-2,16138,,1,1,6,2,4,4,2,,,,080,,080,,,,3,,060,060,3,1,,5,,011,,100,,9,,9,2,010,,080,4,3,061,089,9,060,,,,,1
1452,1788,127634,MOTANGE PAHELLO LAULE::IRGC 16160-1,16160,,1,1,5,2,3,3,2,,,,010,,020,,,,3,,060,060,3,1,,5,,011,,054,,9,,9,3,010,,020,4,3,061,060,9,060,,,,,5
1453,1789,127315,DEVARASI::IRGC 16173-1,16173,,0,1,5,3,3,3,1,,,,010,,000,,,,3,,084,060,3,1,,1,,011,,020,,9,,9,2,010,,020,4,3,061,060,9,060,,,,,1
1454,1790,127546,LAL SAR::IRGC 16185-1,16185,,1,2,4,2,3,3,1,,,,080,,080,,,,3,,080,060,3,1,,3,,011,,042,,9,,9,3,010,,040,4,3,061,089,7,080,,,,,9
1455,1791,128149,RERM BILASH::IRGC 16273-2,16273,,0,2,4,2,2,3,1,,,,080,,000,,,,3,,060,060,1,1,,1,,011,,053,,9,,9,2,010,,080,4,3,061,063,9,080,,,,,5
1456,1792,128135,PINDE GOGO WIERIE::IRGC 14795-2,14795,,5,2,4,1,3,3,1,,,,080,,080,,,,1,,060,061,3,1,,3,,011,,053,,9,,9,1,010,,020,4,3,061,060,7,080,,,,,1
1457,1793,128297,GHAIYA::IRGC 16286-1,16286,,1,2,5,2,3,3,2,,,,010,,020,,,,3,,060,060,3,1,,3,,011,,054,,9,,9,1,010,,020,4,3,061,060,7,060,,,,,1
1458,1794,131965,ANDEL WELUT::IRGC 16339-1,16339,,5,2,6,2,4,4,2,,,,080,,040,,,,3,,084,060,1,1,,5,,011,,020,,9,,9,1,010,,020,4,3,061,063,1,060,,,,,1
1459,1795,135567,GOGO::IRGC 16418-1,16418,,5,2,6,1,4,3,2,,,,010,,020,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,2,010,,020,4,3,061,063,7,060,,,,,1
1460,1796,127508,KETAN PAPAH AREN::IRGC 16467-1,16467,,5,2,6,1,4,4,2,,,,080,,080,,,,3,,084,080,3,2,,3,,011,,020,,9,,9,1,010,,020,4,3,080,063,7,080,,,,,1
1461,1797,127509,KETAN PELERN::IRGC 16468-1,16468,,5,2,6,1,4,3,2,,,,080,,080,,,,3,,084,080,3,1,,5,,011,,020,,9,,9,1,010,,020,4,3,080,063,1,080,,,,,1
1462,1798,127600,MAMAS::IRGC 16503-1,16503,,0,2,6,2,4,3,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,054,,9,,9,2,010,,020,4,3,061,063,9,060,,,,,1
1463,1799,128465,SERAJU::IRGC 16565-1,16565,1991WS,1,2,3,1,3,3,1,,,020,020,,080,,,,2,,060,061,3,1,,3,,011,3,020,4,7,,7,3,050,1,020,4,1,061,060,1,060,3,060,2,1,5
1464,1800,127811,SIPON::IRGC 16570-1,16570,,1,1,5,2,3,3,2,,,,080,,040,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,1,010,,020,4,5,061,063,1,060,,,,,1
1465,1801,127818,SLOBOK::IRGC 16571-1,16571,,0,2,6,2,3,4,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,1,010,,020,4,3,061,063,1,060,,,,,1
1466,1802,,TJEMPO KREMBUNG::IRGC 16603-1,16603,,1,2,6,2,4,4,2,,,,010,,020,,,,3,,060,060,3,1,,3,,011,,054,,9,,9,1,010,,020,4,5,061,060,1,060,,,,,1
1467,1803,132314,7 AC::IRGC 14860-2,14860,,0,2,5,1,5,3,1,,,,010,,000,,,,3,,060,060,3,1,,1,,011,,053,,9,,9,1,010,,020,4,3,061,060,1,060,,,,,5
1468,1805,127578,LUA DUC::IRGC 16718-1,16718,,0,1,5,3,3,3,2,,,,080,,000,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,2,010,,020,4,3,061,060,9,060,,,,,1
1469,1806,,MINH SOC (CAMBODIA)::IRGC 16731-2,16731,,0,1,5,2,4,3,2,,,,080,,000,,,,3,,084,080,3,1,,5,,011,,020,,9,,9,3,010,,020,4,3,080,060,9,060,,,,,1
1470,1807,135804,TRANG LUA::IRGC 16781-3,16781,,0,1,5,2,3,3,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,020,,1,,3,2,010,,020,4,3,061,060,1,060,,,,,5
1471,1808,127577,LUA CHUM::IRGC 16840-1,16840,,0,1,5,2,3,3,2,,,,080,,000,,,,3,,084,080,3,1,,1,,011,3,020,2,7,,7,1,070,1,020,5,3,080,061,3,041,4,,2,1,5
1472,1809,128415,O. SATIVA::IRGC 16898-1,16898,,0,2,6,2,4,3,2,,,,080,,000,,,,1,,060,060,1,1,,5,,011,,020,,9,,9,3,010,,020,4,3,061,063,1,060,,,,,5
1473,1810,128205,ZACATEPEC::IRGC 16901-2,16901,,0,1,1,3,2,2,2,,,,020,,000,,,,3,,060,060,1,1,,1,,011,3,020,2,5,,5,2,010,1,020,3,3,061,063,1,060,3,,2,1,5
1474,1811,128081,KH 998::IRGC 16948-2,16948,,0,1,2,3,2,3,1,,,,010,,000,,,,3,,060,060,1,1,,1,,011,,020,,9,,3,2,010,,020,2,3,061,060,1,060,,,,,5
1475,1812,128116,NEP BA BONG TO::IRGC 17005-2,17005,,0,1,6,2,4,3,2,,,,010,,000,,,,3,,060,060,3,2,,5,,011,,042,,9,,9,2,010,,020,4,3,061,060,9,041,,,,,5
1476,1813,127299,DAMODAR::IRGC 17038-1,17038,,0,1,3,3,2,3,1,,,,010,,000,,,,3,,060,060,7,1,,1,,011,,020,,9,,3,2,010,,,4,3,061,060,7,060,,,,,9
1477,1814,128354,KOTO OURA S 5::IRGC 15155-1,15155,,0,2,4,1,3,4,1,,,,010,,000,,,,3,,060,060,3,1,,3,,011,,020,,9,,9,1,010,,020,4,3,061,063,1,060,,,,,1
1478,1815,,PEUAK NAM 43::IRGC 17129-1,17129,,0,2,6,2,3,4,2,,,,010,,000,,,,3,,060,060,1,1,,5,,011,,020,,1,,9,2,010,,020,4,3,061,060,1,060,,,,,5
1479,1816,132386,AEN METAN::IRGC 17142-1,17142,,0,2,6,2,3,3,3,,,,010,,000,,,,3,,060,060,3,1,,3,,011,,090,,9,,9,1,080,,020,4,3,061,060,9,060,,,,,5
1480,1817,127927,ANDEL::IRGC 17153-2,17153,,5,2,4,2,4,4,2,,,,010,,020,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,2,010,,020,4,3,061,060,9,060,,,,,5
1481,1818,,ATJEH::IRGC 17174-1,17174,,0,1,5,2,4,3,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,020,,9,,3,3,010,,020,4,3,061,060,1,060,,,,,5
1482,1819,127984,BALIK SEMAH::IRGC 17201-2,17201,,9,2,6,3,4,4,2,,,,020,,052,,,,3,,060,060,3,1,,5,,011,3,020,3,5,,9,1,010,1,020,4,3,061,063,3,060,1,,2,1,5
1483,1820,127207,BANDI::IRGC 17214-1,17214,,0,2,6,2,3,3,2,,,,010,,000,,,,3,,060,060,3,1,,7,,011,,020,,9,,3,2,010,,020,4,3,061,060,9,060,,,,,5
1484,1821,128010,CERE KAWAT::IRGC 17401-2,17401,1996WS,0,2,6,2,4,4,2,,,020,020,,000,,,,3,,060,061,5,1,,5,,011,3,054,4,5,,9,1,010,1,020,4,5,061,060,1,041,1,060,2,1,5
1485,1823,128032,DJANGGOT::IRGC 17491-2,17491,,5,2,6,2,4,3,2,,,,010,,020,,,,3,,060,061,3,1,,5,,011,,020,,9,,9,1,010,,020,4,3,061,060,9,060,,,,,1
1486,1824,132423,GADABUNG (GUNDIL)::IRGC 17569-2,17569,1990WS,0,2,6,2,3,3,1,,,,020,,000,,,,3,,060,061,3,1,,5,,011,,042,4,9,,9,3,010,1,020,4,1,061,060,3,060,5,060,2,1,5
1487,1825,127375,GAJA BARU::IRGC 17586-1,17586,,0,2,4,2,2,4,2,,,,080,,000,,,,3,,084,080,3,1,,5,,080,,042,,9,,3,2,010,,020,4,3,080,060,9,060,,,,,5
1488,1826,128042,GANDAMANA::IRGC 17593-2,17593,1992WS,7,2,4,1,4,3,2,,,020,052,,020,,,,3,,060,061,5,1,,5,,011,3,020,4,7,,7,3,010,2,020,3,3,061,063,1,041,1,060,2,1,5
1489,1827,,GOGO RAJAPAN::IRGC 17666-2,17666,,0,2,4,2,4,3,2,,,,080,,000,,,,3,,060,060,3,1,,7,,011,,020,,9,,3,1,070,,020,4,3,061,060,,060,,,,,5
1490,1828,127388,GOJOT::IRGC 17669-1,17669,,0,2,5,2,4,4,2,,,,080,,000,,,,3,,084,060,3,1,,5,,011,,020,,9,,9,3,010,,020,4,3,080,060,9,060,,,,,1
1491,1829,131989,HAWARA DJEDAH::IRGC 17728-1,17728,,5,2,5,2,3,4,2,,,,010,,020,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,1,070,,020,4,3,061,060,9,060,,,,,5
1492,1830,127404,HEGAR MANAH::IRGC 17733-1,17733,,0,2,5,2,3,4,2,,,,080,,000,,,,3,,080,080,3,1,,3,,080,,042,,9,,3,2,010,,020,4,3,080,085,9,,,,,,5
1493,1831,128056,INDEL::IRGC 17748-2,17748,,0,2,6,2,4,4,2,,,,020,,000,,,,3,,060,061,3,1,,5,,011,3,020,4,5,,7,2,010,1,020,3,3,061,060,5,060,8,,2,1,5
1494,1832,132343,KABADOKA::IRGC 17775-2,17775,,0,2,4,2,3,3,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,042,,9,,9,2,010,,020,3,3,061,063,,060,,,,,5
1495,1833,127483,KAMAS::IRGC 17785-1,17785,1996WS,0,2,6,3,4,3,2,,,080,080,,000,,,,3,,080,080,1,1,,3,,084,3,054,4,5,,9,2,010,1,020,4,3,080,085,3,041,1,060,2,1,5
1496,1835,128521,KERAN DUKUH::IRGC 17822-2,17822,,0,1,7,2,3,3,1,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,3,010,,020,4,3,061,060,7,060,,,,,1
1497,1836,127505,KETAN LALER::IRGC 17897-1,17897,,5,2,7,2,4,4,2,,,,080,,080,,,,3,,084,060,7,2,,5,,011,,053,,9,,9,1,010,,020,4,3,061,063,1,060,,,,,1
1498,1837,127506,KETAN MLANTING::IRGC 17916-1,17916,,1,2,7,2,3,3,2,,,,010,,020,,,,3,,060,060,3,2,,5,,011,,054,,9,,9,2,010,,020,4,3,061,060,1,080,,,,,1
1499,1838,128078,KETAN NARIS::IRGC 17925-2,17925,,0,2,7,1,4,4,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,2,010,,020,4,3,061,060,7,060,,,,,1
1500,1839,127507,KETAN OSOG::IRGC 17929-1,17929,,0,2,7,2,3,3,1,,,,080,,000,,,,3,,060,060,3,1,,5,,011,,042,,9,,9,2,010,,020,4,3,061,063,7,060,,,,,1
1501,1840,128079,KETAN SAPI::IRGC 17954-2,17954,,5,2,7,2,3,4,2,,,,010,,040,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,1,010,,020,4,3,061,060,7,060,,,,,1
1502,1841,127510,KETAN SLAWI::IRGC 17963-1,17963,,5,2,6,2,4,4,2,,,,080,,040,,,,3,,060,060,7,1,,3,,011,,020,,9,,9,1,010,,020,4,3,061,063,1,060,,,,,1
1503,1842,,KETAN URANG::IRGC 17980-1,17980,,5,1,7,2,4,4,2,,,,080,,040,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,1,010,,020,4,3,061,063,1,060,,,,,1
1504,1843,127827,SUDU KARAYAL::IRGC 15348-1,15348,,0,2,6,2,4,3,2,,,,010,,000,,,,3,,060,060,3,1,,1,,011,,053,,9,,9,3,070,,020,4,3,061,063,9,060,,,,,1
1505,1844,,KWATIK PUTIH::IRGC 18053-1,18053,,0,1,4,2,3,3,1,,,,080,,000,,,,3,,060,060,3,1,,3,,011,,053,,9,,9,2,010,,,4,3,061,063,7,060,,,,,5
1506,1845,135769,LEMUNGSIR::IRGC 18116-3,18116,,5,1,7,2,3,4,2,,,,010,,020,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,1,010,,020,4,3,061,063,1,060,,,,,1
1507,1846,132009,LENGGANG GENUK BULU::IRGC 18119-1,18119,,1,1,7,2,4,4,2,,,,010,,020,,,,3,,084,060,7,1,,7,,011,,020,,9,,9,2,010,,020,4,3,061,063,7,080,,,,,1
1508,1847,,LOLAWAJI::IRGC 18131-1,18131,,1,2,6,2,4,4,2,,,,010,,020,,,,3,,060,060,7,1,,5,,011,,020,,9,,9,1,010,,020,4,3,061,060,1,060,,,,,1
1509,1848,127602,MANGSUR::IRGC 18187-1,18187,,0,2,7,2,4,3,2,,,,010,,000,,,,3,,060,060,7,1,,5,,011,,054,,9,,9,3,010,,020,2,3,061,060,9,060,,,,,5
1510,1849,127613,MATIANG::IRGC 18220-1,18220,,0,1,7,2,4,4,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,054,,9,,9,3,010,,020,4,3,061,060,7,060,,,,,1
1511,1850,132257,MELIK::IRGC 18238-2,18238,,0,2,6,1,4,4,2,,,,080,,000,,,,3,,084,060,3,1,,5,,011,,053,,9,,9,1,010,,080,4,3,061,063,7,080,,,,,1
1512,1851,127624,MENDUNGAN::IRGC 18245-1,18245,,0,2,7,2,4,4,2,,,,010,,000,,,,3,,084,060,3,1,,5,,011,,053,,9,,9,1,070,,020,4,3,061,063,1,060,,,,,1
1513,1852,128389,MLATI::IRGC 18278-1,18278,,0,1,4,1,3,3,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,1,010,,020,4,3,061,063,1,060,,,,,1
1514,1853,128390,MOLOG::IRGC 18282-1,18282,,0,1,4,1,3,3,2,,,,010,,000,,,,3,,060,060,7,1,,5,,011,,020,,9,,9,1,010,,020,4,3,061,063,1,060,,,,,1
1515,1854,127640,MURUNGA::IRGC 15428-1,15428,,0,1,4,2,3,3,2,,,,010,,000,,,,3,,060,060,3,1,,3,,011,,020,,9,,9,3,070,,020,4,3,061,060,9,060,,,,,1
1516,1855,132357,NARUN::IRGC 18320-2,18320,,0,2,7,2,4,3,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,054,,9,,9,3,010,,020,4,3,061,063,7,060,,,,,1
1517,1856,135640,NOGO BELE 2::IRGC 18328-2,18328,,0,1,4,1,3,3,2,,,,080,,000,,,,3,,084,060,3,1,,5,,011,,054,,9,,9,1,010,,020,4,3,061,089,1,080,,,,,1
1518,1857,127704,PAE ONGGA::IRGC 18418-1,18418,,5,2,5,2,4,4,2,,,,080,,040,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,1,010,,020,4,3,061,060,1,060,,,,,1
1519,1858,128127,PALOTAN MELATI::IRGC 18426-2,18426,,5,1,7,2,4,4,1,,,,010,,020,,,,3,,060,060,7,1,,5,,011,,020,,9,,9,2,010,,020,4,3,061,063,7,060,,,,,1
1520,1859,132378,PARE BUWUN::IRGC 18456-2,18456,,5,1,6,2,3,4,2,,,,080,,080,,,,3,,060,060,3,1,,7,,011,,020,,9,,9,2,010,,020,4,3,061,063,1,060,,,,,1
1521,1860,135793,SEGON BENGGALA::IRGC 18724-3,18724,,1,2,7,2,4,3,2,,,,010,,020,,,,3,,060,060,7,1,,5,,011,,054,,9,,9,2,010,,020,4,3,061,063,9,060,,,,,1
1522,1861,128160,SEMPOR::IRGC 18761-2,18761,,0,1,6,2,4,3,2,,,,010,,000,,,,3,,060,060,3,1,,5,,011,,020,,9,,9,1,010,,020,4,3,061,060,7,060,,,,,5
